,dax__index,planner__version,type,dax__version,submit__dir,user,dag__file__name,dax__label,argv,submit__hostname,ts,event,@timestamp,@version,dax__file,xwf__id,root__xwf__id,reason,restart_count,js__id,stderr.file,job__id,stdout.file,sched__id,job_inst__id,inv__id,start_time,exitcode,dur,executable,transformation,remote_cpu_time,stderr__file,work_dir,local__dur,site,multiplier_factor,stdout__text,status,stderr__text,stdout__file,hostname,ip,total_memory,uname,task__id
24,,,stampede,,,,,,  --threads   2  ,,1530136594.0,stampede.inv.end,2018-06-27T21:56:46.726Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_0_0,,,3.0,1.0,1530136514.0,0,80.074,/usr/bin/pegasus-transfer,pegasus::transfer,1.744,,,,,,,,,,,,,,
25,,,stampede,,,,,,,,1530136599.0,stampede.job_inst.post.start,2018-06-27T21:56:41.714Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,5.0,,stage_in_local_local_0_0,,6571.0,3.0,,,,,,,,,,,,,,,,,,,,,
26,,,stampede,,,panorama,,,,,1530136599.0,stampede.job_inst.main.end,2018-06-27T21:56:46.759Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,4.0,,stage_in_local_local_0_0,,6571.0,3.0,,,0,,,,,00/00/stage_in_local_local_0_0.err.000,/home/panorama/1000genome-workflow/submit/panorama/pegasus/1000genome-20180627T215441Z/run0001,80.0,local,1,"#@ 1 stdout%0A2018-06-27 21:55:14,400    INFO:  Reading URL pairs from stdin%0A2018-06-27 21:55:14,401    INFO:  3 transfers loaded%0A2018-06-27 21:55:14,401    INFO:  PATH=/usr/bin:/bin%0A2018-06-27 21:55:14,401    INFO:  LD_LIBRARY_PATH=%0A2018-06-27 21:55:14,422    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:55:14,422    INFO:  Starting transfers - attempt 1%0A2018-06-27 21:55:16,426    INFO:  Tool found: pegasus-globus-online   Version: N/A   Path: /usr/bin/pegasus-globus-online%0A2018-06-27 21:55:16,426    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:16,427    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:16,430    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537790/pegasus-transfer-RII0ps.json --publish%0A2018-06-27 21:55:18,428    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:18,429    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:18,430    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537790/pegasus-transfer-k0hppU.json --publish%0A2018-06-27 21:56:31,793    INFO:  2018-06-27 21:55:17,114    INFO:  Activating georgepap#exo-data2%0A2018-06-27 21:55:18,574    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:19,966    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:20,820    INFO:  Globus transfer task c8dedede-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:31,231    INFO:  Transfer complete%0A2018-06-27 21:56:31,747    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:34,388    INFO:  2018-06-27 21:55:19,194    INFO:  Activating georgepap#exo-data2%0A2018-06-27 21:55:20,659    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:22,434    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:23,292    INFO:  Globus transfer task ca196dc8-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:33,793    INFO:  Transfer complete%0A2018-06-27 21:56:34,335    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:34,388    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:56:34,388    INFO:  Stats: no local files in the transfer set%0A2018-06-27 21:56:34,389    INFO:  All transfers completed successfully.%0A%0A#@ 1 stderr%0A %0A",0.0,,00/00/stage_in_local_local_0_0.out.000,,,,,
27,,,stampede,,,,,, -l 1000genome-20180627T215441Z-0.exitcode.log -M 1000genome-20180627T215441Z-0.cache.meta  .//00/00/stage_in_local_local_0_0.out,,1530136599.0,stampede.inv.end,2018-06-27T21:56:46.759Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_0_0,,,3.0,-2.0,1530136599.0,0,0,/usr/bin/pegasus-exitcode,dagman::post,0.0,,,,,,,,,,,,,,
28,,,stampede,,,,,,,,1530136599.0,stampede.inv.start,2018-06-27T21:56:46.759Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_0_0,,,3.0,-2.0,,,,,,,,,,,,,,,,,,,,
29,,,stampede,,,,,,,,1530136604.0,stampede.job_inst.post.end,2018-06-27T21:56:46.759Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,7.0,,stage_in_local_local_0_0,,6571.0,3.0,,,0,,,,,,,,,,,0.0,,,,,,,
30,,,stampede,,,panorama,,,,,1530136604.0,stampede.job_inst.main.end,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,4.0,,stage_in_local_local_1_0,,6573.0,5.0,,,0,,,,,00/00/stage_in_local_local_1_0.err.000,/home/panorama/1000genome-workflow/submit/panorama/pegasus/1000genome-20180627T215441Z/run0001,90.0,local,1,"#@ 1 stdout%0A2018-06-27 21:55:14,399    INFO:  Reading URL pairs from stdin%0A2018-06-27 21:55:14,399    INFO:  2 transfers loaded%0A2018-06-27 21:55:14,399    INFO:  PATH=/usr/bin:/bin%0A2018-06-27 21:55:14,400    INFO:  LD_LIBRARY_PATH=%0A2018-06-27 21:55:14,422    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:55:14,422    INFO:  Starting transfers - attempt 1%0A2018-06-27 21:55:16,425    INFO:  Tool found: pegasus-globus-online   Version: N/A   Path: /usr/bin/pegasus-globus-online%0A2018-06-27 21:55:16,425    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:16,426    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:16,428    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537787/pegasus-transfer-G9vRj5.json --publish%0A2018-06-27 21:55:18,433    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:18,433    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:18,434    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537787/pegasus-transfer-nT_C9t.json --publish%0A2018-06-27 21:55:30,496    INFO:  2018-06-27 21:55:17,105    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:18,401    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:19,778    INFO:  Waiting for transfer to complete%0A2018-06-27 21:55:29,973    INFO:  Transfer complete%0A2018-06-27 21:55:30,467    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:44,384    INFO:  2018-06-27 21:55:19,186    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:20,689    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:22,439    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:23,286    INFO:  Globus transfer task ca196dca-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:43,781    INFO:  Transfer complete%0A2018-06-27 21:56:44,316    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:44,385    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:56:44,385    INFO:  Stats: no local files in the transfer set%0A2018-06-27 21:56:44,385    INFO:  All transfers completed successfully.%0A%0A#@ 1 stderr%0A %0A",0.0,,00/00/stage_in_local_local_1_0.out.000,,,,,
31,,,stampede,,,,,,,,1530136604.0,stampede.job_inst.post.start,2018-06-27T21:56:46.760Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,5.0,,stage_in_local_local_1_0,,6573.0,5.0,,,,,,,,,,,,,,,,,,,,,
32,,,stampede,,,,,,,,1530136604.0,stampede.job_inst.host.info,2018-06-27T21:56:46.759Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_0_0,,,3.0,,,,,,,,,,,local,,,,,,unknown,10.103.0.6,12303660,linux-4.4.0-121-generic-x86_64,
33,,,stampede,,,,,,  --threads   2  ,,1530136604.0,stampede.inv.end,2018-06-27T21:56:51.764Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_1_0,,,5.0,1.0,1530136514.0,0,90.075,/usr/bin/pegasus-transfer,pegasus::transfer,1.648,,,,,,,,,,,,,,
34,,,stampede,,,,,,,,1530136604.0,stampede.inv.start,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_1_0,,,5.0,-2.0,,,,,,,,,,,,,,,,,,,,
35,,,stampede,,,,,, -l 1000genome-20180627T215441Z-0.exitcode.log -M 1000genome-20180627T215441Z-0.cache.meta  .//00/00/stage_in_local_local_1_0.out,,1530136604.0,stampede.inv.end,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_1_0,,,5.0,-2.0,1530136604.0,0,0,/usr/bin/pegasus-exitcode,dagman::post,0.0,,,,,,,,,,,,,,
36,,,stampede,,,,,,  --threads   2  ,,1530136608.0,stampede.inv.end,2018-06-27T21:56:56.779Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_2_0,,,7.0,1.0,1530136519.0,0,89.755,/usr/bin/pegasus-transfer,pegasus::transfer,1.736,,,,,,,,,,,,,,
37,,,stampede,,,,,,  --threads   2  ,,1530136608.0,stampede.inv.end,2018-06-27T21:56:56.814Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_2_1,,,8.0,1.0,1530136519.0,0,89.761,/usr/bin/pegasus-transfer,pegasus::transfer,1.768,,,,,,,,,,,,,,
38,,,stampede,,,,,,,,1530136609.0,stampede.job_inst.post.end,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,7.0,,stage_in_local_local_1_0,,6573.0,5.0,,,0,,,,,,,,,,,0.0,,,,,,,
39,,,stampede,,,,,,,,1530136609.0,stampede.job_inst.post.start,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,5.0,,stage_in_local_local_2_1,,6576.0,8.0,,,,,,,,,,,,,,,,,,,,,
40,,,stampede,,,,,, -l 1000genome-20180627T215441Z-0.exitcode.log -M 1000genome-20180627T215441Z-0.cache.meta  .//00/01/stage_in_local_local_2_0.out,,1530136609.0,stampede.inv.end,2018-06-27T21:56:56.813Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_2_0,,,7.0,-2.0,1530136609.0,0,0,/usr/bin/pegasus-exitcode,dagman::post,0.0,,,,,,,,,,,,,,
41,,,stampede,,,,,,,,1530136609.0,stampede.inv.start,2018-06-27T21:56:56.815Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_2_1,,,8.0,-2.0,,,,,,,,,,,,,,,,,,,,
42,,,stampede,,,,,,,,1530136609.0,stampede.job_inst.post.start,2018-06-27T21:56:51.798Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,5.0,,stage_in_local_local_2_0,,6575.0,7.0,,,,,,,,,,,,,,,,,,,,,
43,,,stampede,,,,,,,,1530136609.0,stampede.job_inst.host.info,2018-06-27T21:56:51.797Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,,,stage_in_local_local_1_0,,,5.0,,,,,,,,,,,local,,,,,,unknown,10.103.0.6,12303660,linux-4.4.0-121-generic-x86_64,
44,,,stampede,,,panorama,,,,,1530136609.0,stampede.job_inst.main.end,2018-06-27T21:56:56.813Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,4.0,,stage_in_local_local_2_0,,6575.0,7.0,,,0,,,,,00/01/stage_in_local_local_2_0.err.000,/home/panorama/1000genome-workflow/submit/panorama/pegasus/1000genome-20180627T215441Z/run0001,90.0,local,1,"#@ 1 stdout%0A2018-06-27 21:55:19,487    INFO:  Reading URL pairs from stdin%0A2018-06-27 21:55:19,488    INFO:  4 transfers loaded%0A2018-06-27 21:55:19,488    INFO:  PATH=/usr/bin:/bin%0A2018-06-27 21:55:19,488    INFO:  LD_LIBRARY_PATH=%0A2018-06-27 21:55:19,506    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:55:19,507    INFO:  Starting transfers - attempt 1%0A2018-06-27 21:55:21,509    INFO:  Tool found: pegasus-globus-online   Version: N/A   Path: /usr/bin/pegasus-globus-online%0A2018-06-27 21:55:21,509    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:21,510    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:21,512    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537950/pegasus-transfer-SJVsb9.json --publish%0A2018-06-27 21:55:23,512    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:23,514    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:23,514    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537950/pegasus-transfer-XX8GYA.json --publish%0A2018-06-27 21:56:36,258    INFO:  2018-06-27 21:55:22,182    INFO:  Activating georgepap#exo-data2%0A2018-06-27 21:55:23,311    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:24,465    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:25,189    INFO:  Globus transfer task cbae4df2-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:35,696    INFO:  Transfer complete%0A2018-06-27 21:56:36,225    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:49,158    INFO:  2018-06-27 21:55:24,242    INFO:  Activating georgepap#exo-data2%0A2018-06-27 21:55:25,413    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:27,041    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:27,898    INFO:  Globus transfer task cc331c83-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:48,594    INFO:  Transfer complete%0A2018-06-27 21:56:49,124    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:49,159    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:56:49,159    INFO:  Stats: no local files in the transfer set%0A2018-06-27 21:56:49,159    INFO:  All transfers completed successfully.%0A%0A#@ 1 stderr%0A %0A",0.0,,00/01/stage_in_local_local_2_0.out.000,,,,,
45,,,stampede,,,panorama,,,,,1530136609.0,stampede.job_inst.main.end,2018-06-27T21:56:56.815Z,1,,7dc85a61-0e02-4d18-add5-600052ace052,,,,4.0,,stage_in_local_local_2_1,,6576.0,8.0,,,0,,,,,00/01/stage_in_local_local_2_1.err.000,/home/panorama/1000genome-workflow/submit/panorama/pegasus/1000genome-20180627T215441Z/run0001,90.0,local,1,"#@ 1 stdout%0A2018-06-27 21:55:19,482    INFO:  Reading URL pairs from stdin%0A2018-06-27 21:55:19,483    INFO:  4 transfers loaded%0A2018-06-27 21:55:19,483    INFO:  PATH=/usr/bin:/bin%0A2018-06-27 21:55:19,483    INFO:  LD_LIBRARY_PATH=%0A2018-06-27 21:55:19,503    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:55:19,503    INFO:  Starting transfers - attempt 1%0A2018-06-27 21:55:21,507    INFO:  Tool found: pegasus-globus-online   Version: N/A   Path: /usr/bin/pegasus-globus-online%0A2018-06-27 21:55:21,508    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:21,508    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:21,512    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537949/pegasus-transfer-BjPeLC.json --publish%0A2018-06-27 21:55:23,510    INFO:  Parsing globus config file for OAuth credentials%0A2018-06-27 21:55:23,511    INFO:  End of parsing globus config file for OAuth credentials%0A2018-06-27 21:55:23,512    INFO:  /usr/bin/pegasus-globus-online --transfer --file /var/lib/condor/spool/local_univ_execute/dir_537949/pegasus-transfer-RCqixo.json --publish%0A2018-06-27 21:56:46,486    INFO:  2018-06-27 21:55:22,196    INFO:  Activating georgepap#exo-data2%0A2018-06-27 21:55:23,309    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:24,458    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:25,294    INFO:  Globus transfer task cbadd714-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:45,901    INFO:  Transfer complete%0A2018-06-27 21:56:46,413    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:49,155    INFO:  2018-06-27 21:55:24,316    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:25,394    INFO:  Activating georgepap#exo-master2%0A2018-06-27 21:55:26,846    INFO:  Waiting for transfer to complete%0A2018-06-27 21:56:27,873    INFO:  Globus transfer task cc331c81-7a54-11e8-9434-0a6d4e044368 is still running (60 seconds)%0A2018-06-27 21:56:48,586    INFO:  Transfer complete%0A2018-06-27 21:56:49,093    INFO:  Globus log retrieval completed%0A2018-06-27 21:56:49,155    INFO:  --------------------------------------------------------------------------------%0A2018-06-27 21:56:49,156    INFO:  Stats: no local files in the transfer set%0A2018-06-27 21:56:49,156    INFO:  All transfers completed successfully.%0A%0A#@ 1 stderr%0A %0A",0.0,,00/01/stage_in_local_local_2_1.out.000,,,,,
