,dag_job_id,pid,vm,@version,rank,bsend,site,syscw,type,wf_label,bwrite,exe,rchar,threads,utime,syscr,@timestamp,xformation,wf_uuid,task_id,hostname,brecv,procs,event,iowait,wchar,bread,ts,stime,condor_job_id,rss
1116,sassena_ID0000005,24438,688396,1,7,0,local-slurm,532,kickstart,refinement-20180718T211501Z,348160,/usr/bin/pegasus-monitor,8633303,5,198.8,3308,2018-07-18T21:31:14.861Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.44,2354935,2076672,1531949473.846821,140.6,10507.0,37240
1117,sassena_ID0000005,26049,687980,1,9,0,local-slurm,220,kickstart,refinement-20180718T211501Z,262144,/usr/bin/pegasus-monitor,7411487,5,166.22,2890,2018-07-18T21:30:24.863Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-2,0,2,kickstart.inv.online,0.47,273549,4362240,1531949423.44982,123.18,10507.0,37212
1118,sassena_ID0000005,24438,688396,1,7,0,local-slurm,506,kickstart,refinement-20180718T211501Z,327680,/usr/bin/pegasus-monitor,7430642,5,170.1,2863,2018-07-18T21:30:24.863Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.44,2346142,2076672,1531949423.846747,119.32,10507.0,37240
1119,sassena_ID0000005,24437,688012,1,6,0,local-slurm,303,kickstart,refinement-20180718T211501Z,286720,/usr/bin/pegasus-monitor,7411514,5,171.24,2896,2018-07-18T21:30:24.862Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.45,535345,3182592,1531949423.846298,118.18,10507.0,37204
1120,sassena_ID0000005,11638,688020,1,1,0,local-slurm,320,kickstart,refinement-20180718T211501Z,270336,/usr/bin/pegasus-monitor,7523475,5,159.7,2878,2018-07-18T21:30:24.710Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-0,0,2,kickstart.inv.online,0.47,738419,7458816,1531949423.876381,129.22,10507.0,37016
1121,sassena_ID0000005,23922,688160,1,15,0,local-slurm,208,kickstart,refinement-20180718T211501Z,335872,/usr/bin/pegasus-monitor,7430196,5,137.92,2867,2018-07-18T21:30:24.861Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-3,0,2,kickstart.inv.online,0.24,51780,417792,1531949422.553535,151.59,10507.0,37416
1122,sassena_ID0000005,26051,688208,1,11,0,local-slurm,455,kickstart,refinement-20180718T211501Z,315392,/usr/bin/pegasus-monitor,7911707,5,170.21,3052,2018-07-18T21:30:44.887Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-2,0,2,kickstart.inv.online,0.25,2107415,2154496,1531949443.451101,139.07,10507.0,37112
1123,sassena_ID0000005,24433,688176,1,4,0,local-slurm,319,kickstart,refinement-20180718T211501Z,311296,/usr/bin/pegasus-monitor,9718890,5,171.46,3304,2018-07-18T21:30:44.889Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-1,0,2,kickstart.inv.online,0.45,566244,7991296,1531949443.846267,137.74,10507.0,37144
1124,sassena_ID0000005,26046,689276,1,8,0,local-slurm,237,kickstart,refinement-20180718T211501Z,278528,/usr/bin/pegasus-monitor,9718903,5,167.41,3285,2018-07-18T21:30:44.888Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-2,0,2,kickstart.inv.online,0.26,304496,11546624,1531949443.455885,141.7,10507.0,38120
1125,sassena_ID0000005,23917,688048,1,14,0,local-slurm,220,kickstart,refinement-20180718T211501Z,323584,/usr/bin/pegasus-monitor,7892113,5,160.94,3054,2018-07-18T21:30:44.887Z,sassena,0d3a50e8-d8f9-4ad1-a3d0-cceba3c9e6e1,ID0000005,workers1-3,0,2,kickstart.inv.online,0.25,55362,8085504,1531949442.536987,147.92,10507.0,37304
